id:ID	:LABEL	label
TF:Epigenetic	TargetFamily	TF:Epigenetic
TF:oGPCR	TargetFamily	TF:oGPCR
TF:TF	TargetFamily	TF:TF
TF:TF; Epigenetic	TargetFamily	TF:TF; Epigenetic
TF:None	TargetFamily	TF:None
TF:Kinase	TargetFamily	TF:Kinase
TF:NR	TargetFamily	TF:NR
TF:Enzyme	TargetFamily	TF:Enzyme
TF:GPCR	TargetFamily	TF:GPCR
TF:Transporter	TargetFamily	TF:Transporter
TF:IC	TargetFamily	TF:IC
