ENSG00000000419	0
ENSG00000000938	1
ENSG00000001167	2
ENSG00000001497	3
ENSG00000001626	4
ENSG00000001630	5
ENSG00000002016	6
ENSG00000002330	7
ENSG00000002587	8
ENSG00000002745	9
ENSG00000002746	10
ENSG00000002822	11
ENSG00000003056	12
ENSG00000003137	13
ENSG00000003400	14
ENSG00000003402	15
ENSG00000003509	16
ENSG00000003756	17
ENSG00000003987	18
ENSG00000004059	19
ENSG00000004487	20
ENSG00000004660	21
ENSG00000004700	22
ENSG00000004777	23
ENSG00000004779	24
ENSG00000004864	25
ENSG00000004897	26
ENSG00000004948	27
ENSG00000004975	28
ENSG00000005007	29
ENSG00000005059	30
ENSG00000005075	31
ENSG00000005156	32
ENSG00000005249	33
ENSG00000005339	34
ENSG00000005436	35
ENSG00000005483	36
ENSG00000005801	37
ENSG00000005812	38
ENSG00000005844	39
ENSG00000005961	40
ENSG00000005981	41
ENSG00000006128	42
ENSG00000006451	43
ENSG00000006606	44
ENSG00000006634	45
ENSG00000006638	46
ENSG00000006712	47
ENSG00000006740	48
ENSG00000007047	49
ENSG00000007168	50
ENSG00000007255	51
ENSG00000007312	52
ENSG00000007314	53
ENSG00000007372	54
ENSG00000007402	55
ENSG00000007908	56
ENSG00000007944	57
ENSG00000007952	58
ENSG00000007968	59
ENSG00000008018	60
ENSG00000008056	61
ENSG00000008083	62
ENSG00000008128	63
ENSG00000008277	64
ENSG00000008294	65
ENSG00000008382	66
ENSG00000008394	67
ENSG00000008405	68
ENSG00000008517	69
ENSG00000008710	70
ENSG00000008735	71
ENSG00000008838	72
ENSG00000008853	73
ENSG00000008988	74
ENSG00000009335	75
ENSG00000009413	76
ENSG00000009724	77
ENSG00000009844	78
ENSG00000009954	79
ENSG00000010072	80
ENSG00000010278	81
ENSG00000010292	82
ENSG00000010310	83
ENSG00000010404	84
ENSG00000010438	85
ENSG00000010610	86
ENSG00000010671	87
ENSG00000010810	88
ENSG00000011007	89
ENSG00000011052	90
ENSG00000011143	91
ENSG00000011260	92
ENSG00000011304	93
ENSG00000011376	94
ENSG00000011405	95
ENSG00000011422	96
ENSG00000011465	97
ENSG00000011485	98
ENSG00000011566	99
ENSG00000011590	100
ENSG00000011600	101
ENSG00000012048	102
ENSG00000012061	103
ENSG00000012504	104
ENSG00000012817	105
ENSG00000012822	106
ENSG00000013016	107
ENSG00000013275	108
ENSG00000013297	109
ENSG00000013375	110
ENSG00000013503	111
ENSG00000013561	112
ENSG00000014123	113
ENSG00000014138	114
ENSG00000014257	115
ENSG00000014919	116
ENSG00000015285	117
ENSG00000015475	118
ENSG00000017427	119
ENSG00000018236	120
ENSG00000018408	121
ENSG00000019549	122
ENSG00000019991	123
ENSG00000020426	124
ENSG00000020922	125
ENSG00000021645	126
ENSG00000021776	127
ENSG00000021826	128
ENSG00000021852	129
ENSG00000023228	130
ENSG00000023287	131
ENSG00000023330	132
ENSG00000023445	133
ENSG00000023608	134
ENSG00000023697	135
ENSG00000023734	136
ENSG00000024048	137
ENSG00000025156	138
ENSG00000025293	139
ENSG00000025434	140
ENSG00000025708	141
ENSG00000026025	142
ENSG00000026103	143
ENSG00000026508	144
ENSG00000026652	145
ENSG00000027644	146
ENSG00000027697	147
ENSG00000027847	148
ENSG00000027869	149
ENSG00000028137	150
ENSG00000028277	151
ENSG00000028839	152
ENSG00000029534	153
ENSG00000030066	154
ENSG00000030304	155
ENSG00000031003	156
ENSG00000031691	157
ENSG00000032742	158
ENSG00000033170	159
ENSG00000033178	160
ENSG00000033327	161
ENSG00000033800	162
ENSG00000034152	163
ENSG00000034677	164
ENSG00000034713	165
ENSG00000035499	166
ENSG00000035681	167
ENSG00000035687	168
ENSG00000035928	169
ENSG00000036257	170
ENSG00000036549	171
ENSG00000036828	172
ENSG00000037042	173
ENSG00000037241	174
ENSG00000037280	175
ENSG00000038210	176
ENSG00000038274	177
ENSG00000038295	178
ENSG00000038382	179
ENSG00000038427	180
ENSG00000038945	181
ENSG00000039068	182
ENSG00000039123	183
ENSG00000039319	184
ENSG00000039650	185
ENSG00000040275	186
ENSG00000041357	187
ENSG00000041982	188
ENSG00000042429	189
ENSG00000042753	190
ENSG00000043462	191
ENSG00000043591	192
ENSG00000044090	193
ENSG00000044115	194
ENSG00000044524	195
ENSG00000044574	196
ENSG00000046604	197
ENSG00000046647	198
ENSG00000046651	199
ENSG00000047249	200
ENSG00000047315	201
ENSG00000047365	202
ENSG00000047410	203
ENSG00000047579	204
ENSG00000048052	205
ENSG00000048392	206
ENSG00000048544	207
ENSG00000048649	208
ENSG00000049089	209
ENSG00000049130	210
ENSG00000049167	211
ENSG00000049192	212
ENSG00000049239	213
ENSG00000049245	214
ENSG00000049246	215
ENSG00000049247	216
ENSG00000049541	217
ENSG00000049618	218
ENSG00000049759	219
ENSG00000049768	220
ENSG00000049860	221
ENSG00000050555	222
ENSG00000050628	223
ENSG00000050748	224
ENSG00000050767	225
ENSG00000050820	226
ENSG00000051180	227
ENSG00000051382	228
ENSG00000051523	229
ENSG00000051596	230
ENSG00000052723	231
ENSG00000052749	232
ENSG00000052802	233
ENSG00000053372	234
ENSG00000053747	235
ENSG00000053900	236
ENSG00000053918	237
ENSG00000054116	238
ENSG00000054179	239
ENSG00000054267	240
ENSG00000054277	241
ENSG00000054282	242
ENSG00000054523	243
ENSG00000054654	244
ENSG00000054983	245
ENSG00000055044	246
ENSG00000055130	247
ENSG00000055332	248
ENSG00000055609	249
ENSG00000055950	250
ENSG00000055955	251
ENSG00000056291	252
ENSG00000056558	253
ENSG00000056998	254
ENSG00000057468	255
ENSG00000057608	256
ENSG00000057663	257
ENSG00000057935	258
ENSG00000058085	259
ENSG00000058091	260
ENSG00000058262	261
ENSG00000058272	262
ENSG00000058335	263
ENSG00000058404	264
ENSG00000058600	265
ENSG00000058673	266
ENSG00000058729	267
ENSG00000058804	268
ENSG00000058866	269
ENSG00000059145	270
ENSG00000059377	271
ENSG00000060069	272
ENSG00000060339	273
ENSG00000060558	274
ENSG00000060688	275
ENSG00000060971	276
ENSG00000061273	277
